t	x
264.733333	0
264.750000	0
264.766667	0
264.783333	0
264.800000	0
264.816667	0
264.833333	0
264.850000	0
264.866667	0
264.883333	0
264.900000	0
264.916667	0
264.933333	0
264.950000	0
264.966667	0
264.983333	0
265.000000	0
265.016667	0
265.033333	0
265.050000	0
265.066667	0
265.083333	0
265.100000	0
265.116667	0
265.133333	0
265.150000	0
265.166667	0
265.183333	0
265.200000	0
265.216667	0
265.233333	0
265.250000	0
265.266667	0
265.283333	0
265.300000	0
265.316667	0
265.333333	0
265.350000	0
265.366667	0
265.383333	0
265.400000	0
265.416667	0
265.433333	0
265.450000	0
265.466667	0
265.483333	0
265.500000	0
265.516667	0
265.533333	0
265.550000	0
265.566667	0
265.583333	0
265.600000	0
265.616667	0
265.633333	0
265.650000	0
265.666667	0
265.683333	0
265.700000	0
265.716667	0
265.733333	0
